gender,age,year,eyecolor,height,miles,brothers,sisters,computertime,exercise,exercisehours,musiccds,playgames,watchtv
male,22,fourth,hazel,78,120,2,0,20,No,0,100,1,6
male,20,second,hazel,76,100,0,1,2,Yes,4,14,14,28
male,20,third,green,78,200,0,0,10,Yes,9,20,10,10
male,20,second,blue,70,15,1,1,15,Yes,3,250,3,15
female,19,second,brown,62,60,0,1,10,Yes,1,25,5,5
male,20,second,brown,75,2500,4,0,14,No,0,5,1,10
male,20,third,blue,73,15,0,1,10,Yes,2,50,1,10
female,19,first,blue,66,35,0,1,20,No,0,66,2,0
female,21,third,brown,70,190,0,1,8,Yes,3,5,8,1
male,19,first,blue,65,458,0,2,50,Yes,4,100,2,20
female,20,third,green,,45,1,0,8,Yes,4,50,3,15
female,20,second,blue,69,50,0,1,5,Yes,4,50,0,8
female,18,first,brown,65,0,0,0,5,Yes,2,5,1,6.5
male,20,second,hazel,69,0,0,2,18,Yes,5,40,3,15
male,20,second,brown,72,200,0,0,3,Yes,3,100,0,2
male,21,third,brown,72,70,0,1,5,Yes,5,50,5,15
male,21,third,green,71,375,0,2,10,Yes,6,45,8,12
male,20,second,blue,68,220,3,1,20,Yes,10,100,10,30
female,21,third,green,70,45,0,2,4,No,0,300,1,6
male,20,second,green,72,140,1,0,4,Yes,2,40,12,12
male,20,second,brown,67,100,1,2,9,No,0,50,2,6
female,21,third,hazel,65,140,1,0,20,No,0,20,0,3
male,18,first,blue,71,150,0,2,10,Yes,10,20,3,1
male,21,fourth,other,69,20,1,0,20,Yes,6,20,20,80
male,21,third,brown,74,35,1,2,8,No,0,30,2,20
male,20,second,green,69,140,3,0,12,Yes,2,5,0,2
female,20,third,blue,69,210,1,0,12,No,0,10,0.5,10
female,20,third,hazel,69,65,1,1,14,Yes,10,46,5,7
male,24,second,brown,74,167,0,1,28,No,0,50,3,25
female,19,second,brown,64,125,1,1,15,Yes,4,20,0,5
female,20,second,green,66,130,0,1,10,Yes,6,50,0,7
female,18,first,blue,56,570,0,1,12,Yes,14,100,21,14
female,18,first,brown,70,70,2,0,10,Yes,5,25,0,1
female,20,third,blue,64,165,0,2,10,Yes,10,100,5,3
female,19,second,blue,66,0,1,0,20,Yes,3.5,30,1,15
male,20,third,green,62,20,1,0,10,Yes,6,20,10,5
male,20,second,green,70,350,0,2,10,No,0,100,0,5
male,21,third,hazel,77,200,2,1,4,Yes,15,40,0,4
female,21,third,brown,64,45,2,0,7,No,0,100,1,20
male,22,third,brown,72,35,0,1,10,Yes,6,50,1,15
male,19,second,green,72,15,0,2,4,Yes,4,20,1,4
male,20,second,brown,69,30,2,0,15,No,0,200,3,20
male,21,fourth,brown,77,375,1,0,5,Yes,10,40,10,15
male,21,third,green,72,30,1,1,2,Yes,5,100,0,2
female,19,second,brown,65,220,0,1,15,No,0,130,5,5
male,29,second,blue,69,6300,0,4,24,No,0,2,7,1
female,18,first,blue,69,105,1,2,10,Yes,7,21,0,0
female,28,fourth,other,66,6350,0,1,10,No,0,50,3,10
male,20,second,blue,70,157,1,4,28,No,0,45,0,2
male,18,first,brown,73,2070,2,0,15,Yes,6.5,100,15,15
female,19,second,blue,77,75,0,1,15,Yes,3,200,0,7
male,20,second,hazel,72,136,0,0,36,No,0,70,2,4
female,21,fourth,green,64,150,2,2,7,No,0,25,0,5
male,20,second,brown,76,120,1,1,4,No,0,21,20,20
female,21,fourth,hazel,69,100,0,1,10,Yes,7,250,6,10
female,20,third,brown,67,65,2,0,4,No,0,20,0,25
female,19,second,blue,64,300,1,1,5,Yes,7,10,0,15
male,22,fourth,blue,73,180,0,1,10,Yes,4,20,2,12
male,21,third,blue,71,1300,1,1,6,Yes,6,40,0,10
male,21,third,green,72,110,0,2,15,Yes,6,25,5,15
female,20,third,brown,61,200,1,0,15,No,0,10,0,6
female,19,second,brown,65,115,1,2,20,No,0,55,0,5
male,19,second,brown,72,35,2,2,20,Yes,5,100,0,7
male,23,third,brown,72,145,1,3,10,Yes,8,100,0,2
male,20,second,green,65,119,0,1,21,Yes,4,4,1,1
female,20,second,blue,71,30,0,1,20,No,0,80,1,14
male,23,other,blue,76,100,0,3,1,Yes,4,,0,0
female,18,first,brown,66,450,0,1,20,No,0,75,0,10
male,19,second,brown,71,220,1,1,50,Yes,5,250,4,4
male,21,third,green,75,30,0,1,8,Yes,9,60,2,15
male,20,second,brown,70,182,1,3,10,Yes,14,25,6,8
male,22,fourth,blue,75,70,1,0,2,Yes,6,7,3,7
female,20,third,brown,67,368,2,1,20,Yes,6,,4,4
female,19,first,brown,66,,0,0,30,Yes,5,1,0,0
male,20,third,brown,73,185,1,0,42,No,0,10,8,3
female,24,fourth,blue,66,750,0,1,10,No,0,300,0,6
female,22,fourth,hazel,70,250,0,0,15,Yes,0,50,1,5
female,25,other,blue,65,40,0,1,24,No,0,50,2,10
female,19,second,blue,69,230,1,0,8,Yes,4,60,2,10
female,22,fourth,blue,65,25,0,1,20,Yes,8,50,0,10
male,20,third,blue,71,160,1,0,24,Yes,3,50,1,7
male,21,second,brown,68,40,0,2,4,Yes,10,15,6,4
male,21,fourth,blue,75,50,0,1,,Yes,3,10,1,20
male,20,second,hazel,67,150,0,2,15,Yes,14,150,0,10
female,23,other,brown,66,352,1,0,30,Yes,10,37,10,6
male,20,third,hazel,74,350,1,1,8,No,0,150,15,3
female,20,third,hazel,66,180,0,2,10,No,0,10,0,2
female,19,second,blue,62,230,2,0,12,No,0,200,0,4
female,20,third,blue,68,115,2,1,12,No,0,57,3,1
male,21,fourth,blue,73,20,2,0,10,No,0,76,20,10
male,19,second,brown,70,200,2,7,14,Yes,4,40,10,10
female,19,second,green,63,,0,1,15,Yes,4.5,,0,5
female,21,third,blue,65,200,2,1,14,Yes,14,20,0,2
male,19,second,blue,73,130,1,0,10,No,0,465,30,12
female,20,second,blue,67,200,1,1,5,Yes,2,150,1,2
female,30,third,green,69,100,3,1,15,Yes,7,200,0,20
male,19,second,brown,67,350,1,1,4,Yes,10,500,0,10
female,19,second,brown,67,1000,1,1,5,Yes,5,3,3,12
male,19,second,blue,71,180,2,0,7,Yes,5,50,1,10
male,27,other,blue,74,100,2,2,2,No,0,60,0,10
female,20,third,brown,68,120,0,1,30,No,0,,0,20
female,20,third,blue,64,362,2,1,15,No,0,30,0,4
male,19,second,blue,73,235,2,2,10,No,0,3,7,10
male,19,second,brown,70,226,0,1,12.5,Yes,7.5,100,0,2
female,20,third,brown,67,45,0,1,12,Yes,3,125,0,5
female,19,second,brown,64,220,2,1,4,No,0,30,1,3
male,21,fourth,blue,71,70,1,2,,Yes,10,30,0,3
female,21,third,brown,64,,1,2,7,No,0,,0,6.5
female,26,third,blue,67,45,1,1,14,No,0,115,0,21
male,20,fourth,brown,76,250,0,5,3,Yes,9,239,4,3
male,19,second,green,72,40,1,1,6,Yes,6,150,0,12
female,19,third,green,66,55,0,5,5,Yes,10,20,0,15
female,21,fourth,blue,61,200,2,0,12,Yes,3,70,5,5
female,20,third,hazel,64,25,1,0,6,No,0,56,0,6
male,12,first,brown,,1,1,1,11,Yes,0,1,11,12
male,23,fourth,blue,72,1200,1,0,18,Yes,17,40,0,25
male,19,second,blue,72,130,2,1,30,No,0,35,1,5
male,20,second,other,75,11,0,2,7,No,0,25,35,4
female,20,third,blue,69,200,2,1,5,Yes,12,30,15,7
male,21,third,hazel,68,20,1,2,6,Yes,7,3,6,3
male,21,fourth,brown,75,65,5,1,10,No,0,100,10,10
female,19,second,blue,67,350,1,1,6,Yes,8,100,0,1
male,20,second,hazel,65,130,1,0,5,No,0,0,2,10
female,21,second,hazel,59,15,0,0,20,No,0,15,0.5,4
male,19,second,blue,71,333,1,0,30,No,0,150,10,20
female,19,second,green,65,222,0,1,4,Yes,4,20,0,6
female,20,second,other,62,57,1,0,14,Yes,0,100,1,7
male,22,second,blue,75,140,1,0,20,No,0,100,4,4
female,20,third,hazel,63,30,0,3,8,Yes,4,80,1,7
male,22,fourth,hazel,69,300,0,1,18,Yes,8,200,5,15
female,19,third,hazel,66,76,0,1,14,Yes,4,97,0,5
male,20,third,brown,72,60,1,0,10,Yes,8,150,1,7
female,19,second,brown,64,30,1,0,4,Yes,1,6,0,12
female,20,third,brown,66,220,0,1,10,No,0,150,5,15
female,19,second,green,65,180,1,1,7,Yes,8,60,1,3
male,20,third,hazel,68,1600,1,0,5,Yes,6,8,40,10
male,20,third,hazel,74,90,0,0,20,No,0,3,10,15
female,19,second,blue,59,80,2,0,2,No,0,13,7,15
female,21,third,hazel,65,45,0,1,9,Yes,2,70,0,3
female,20,third,blue,69,30,0,1,8,No,0,,1,6
male,19,second,hazel,68,30,1,1,10,Yes,5,20,40,15
male,19,second,blue,78,350,1,2,20,No,0,10,14,20
male,19,second,green,74,230,2,0,10,No,0,70,4,8
female,20,third,blue,69,0,0,1,7,Yes,7,100,0,1
male,19,second,blue,75,10,0,2,2,Yes,4,50,6,2
female,19,second,hazel,66,120,1,0,12,Yes,8,100,2,9
male,19,second,blue,73,180,2,1,5,Yes,10,20,10,5
female,21,fourth,brown,65,22,1,2,10,Yes,3,100,0,10
male,20,second,blue,69,40,1,1,14,Yes,12,50,7,10
female,20,third,brown,69,9000,0,1,44,No,0,0,0,8
female,23,third,other,63,6500,1,0,30,No,0,30,0,14
male,22,other,blue,66,45,2,2,12,Yes,7,300,0,8
male,22,other,brown,62,352,1,2,10,No,0,50,10,9
male,20,third,brown,65,30,1,0,10,Yes,4,4,5,20
male,19,third,brown,71,200,1,1,2,Yes,4.5,128,2,4
male,19,second,brown,71,330,1,0,25,Yes,7,150,0,21
female,19,second,green,70,200,0,1,2,No,0,200,1,10
male,21,third,hazel,72,175,1,2,10,No,0,,30,20
female,26,second,green,63,15,2,2,12,Yes,3,10,0,2
male,19,second,hazel,71,371,0,1,15,Yes,12,500,0,6
female,19,second,green,67,30,0,2,50,No,0,500,0,5
male,20,third,brown,72,150,0,1,4,Yes,10,3,0,5
female,19,second,green,66,180,2,1,15,No,0,35,0,14
female,19,first,other,65,1000,2,1,21,No,0,10,0,0
female,19,second,green,59,10,0,0,6,Yes,3,83,2,0
male,18,first,blue,68,150,2,1,7,Yes,2,200,1,3
male,20,third,blue,73,40,2,1,5,Yes,0,20,10,25
male,20,third,hazel,69,45,0,0,20,No,0,75,5,10
male,29,fourth,other,72,0,2,0,50,No,0,300,0,10
male,22,fourth,blue,71,115,1,2,5,No,0,5,5,5
female,19,second,brown,62,120,2,1,25,No,0,25,0,0
female,21,fourth,green,67,45,0,2,30,No,0,17,0,21
female,22,other,brown,68,500,0,1,30,Yes,8,100,0,10
female,21,fourth,brown,64,93,1,0,15,Yes,0,150,0,4
male,20,third,hazel,74,350,1,1,100,Yes,4.5,100,0,20
male,25,third,green,,5000,4,0,12,Yes,4,50,0,7
male,19,second,brown,68,160,2,1,3,Yes,4,100,0,1
female,18,second,hazel,68,699,2,0,6,No,0,30,2,7
male,18,first,brown,70,30,1,1,5,Yes,4,8,8,16
male,20,third,brown,73,20,0,2,30,No,0,20,2,4
female,20,third,other,65,190,1,0,14,Yes,6,100,0,3
female,19,second,brown,67,90,0,1,15,Yes,5,25,1,4
male,19,second,brown,70,30,2,0,20,Yes,5,0,0,5
female,23,other,brown,64,2000,1,0,10,Yes,3,50,0,
female,19,second,blue,64,170,1,0,10,Yes,20,76,2,12
female,19,second,brown,69,1039,0,1,7,Yes,0,32,5,14
male,19,second,blue,71,190,1,0,20,Yes,15,125,2,5
male,19,second,hazel,76,300,0,1,8,No,0,140,5,8
female,22,other,green,64,190,1,4,2,No,0,10,0,10
female,30,first,brown,,300,0,1,15,Yes,5,50,4,2
male,21,fourth,brown,68,350,1,1,5,No,0,0,2,7
female,22,fourth,blue,66,120,1,0,7,Yes,8,20,0,2
male,21,third,hazel,67,25,1,1,12,No,0,15,20,20
male,26,other,brown,68,30,0,2,15,No,0,50,0,1
male,23,other,blue,66,111,1,1,7,Yes,5,111,2,20
male,19,second,brown,77,60,1,2,20,Yes,5,30,2,10
male,19,second,hazel,72,375,1,0,5,Yes,4,30,0,3
male,20,second,blue,73,200,1,1,6,Yes,6,25,1,4
male,21,third,blue,71,170,1,0,5,No,0,,0,3
female,20,fourth,hazel,72,100,1,0,6,Yes,7,300,1.5,5
female,24,fourth,blue,68,95,1,1,7,No,0,30,0,1
male,21,third,blue,70,90,0,1,25,Yes,0,25,6,10
female,21,second,brown,63,25000,0,0,14,No,0,30,4,21
male,21,third,green,78,200,1,1,15,No,0,10,2,10
female,19,second,green,67,150,1,1,5,Yes,3,80,7,6
female,19,second,blue,70,260,1,1,21,Yes,7,10,0,5
female,20,third,hazel,67,300,0,0,5,Yes,10,50,0,10
female,19,second,hazel,62,150,1,0,4,Yes,2,32,2,2
female,20,third,green,56,0,1,0,8,Yes,4,25,0,8
male,20,second,blue,73,45,1,1,8,No,0,50,3,10
male,20,third,other,70,48,1,0,10,Yes,4,,0,8
male,20,second,blue,71,50,1,1,5,Yes,4,30,15,15
male,20,second,blue,70,200,2,0,15,Yes,0,100,4,10
female,22,fourth,green,64,45,0,2,2,Yes,8,150,0,6
male,24,other,blue,72,30,2,1,24,Yes,4,30,5,5
male,28,fourth,blue,71,200,1,0,10,No,0,50,0,10
female,19,second,brown,69,,0,0,28,Yes,5,25,0,14
female,19,second,green,64,72,0,2,8,Yes,10,12,0,0
female,20,third,blue,64,100,0,7,7,No,0,100,10,7
male,19,second,brown,67,42,2,1,10,No,0,4,10,10
male,19,second,brown,76,137,0,2,20,Yes,4,75,8,12
male,34,fourth,brown,74,90,0,2,4,No,0,25,0,1
male,22,fourth,blue,72,50,0,1,6,No,0,30,0,3
female,20,third,green,65,150,0,1,3,Yes,9,50,0,3
male,20,third,blue,70,195,3,1,7,Yes,5,100,0,6
female,21,fourth,blue,68,400,1,0,25,Yes,5,30,0,5
female,21,fourth,blue,70,180,2,1,10,Yes,10,25,0,10
male,19,second,green,74,130,1,1,10,Yes,4,0,8,2
female,19,second,green,61,1500,2,1,25,No,0,75,0,10
female,18,first,brown,66,200,0,2,8,No,0,100,4,10
female,19,second,brown,62,,1,0,12,No,0,100,2,3
female,19,second,blue,57,140,1,4,7,Yes,7,60,0,14
female,21,fourth,blue,64,171,0,1,15,No,0,70,0,10
male,22,fourth,brown,76,130,1,0,21,Yes,15,120,0,5
male,19,second,brown,71,175,0,1,22.5,Yes,8,0,0,4
male,19,second,brown,73,300,0,1,28,Yes,0,150,0,10
male,21,third,blue,76,28,1,5,5,Yes,2,20,7,10
female,23,other,hazel,64,80,1,0,8,Yes,6,20,0,5
male,21,fourth,brown,71,60,0,0,40,No,0,20,0,8
male,20,third,brown,72,330,0,1,35,No,0,30,13,20
male,23,other,brown,69,1600,1,1,3,Yes,5,50,0,15
female,21,other,brown,62,250,5,5,5,No,0,20,0,5
male,19,second,blue,65,117,1,1,6,Yes,4,100,1,12
female,21,fourth,blue,65,60,0,1,3,Yes,4,10,0,5
male,19,second,green,73,137,2,3,14,No,0,0,2,2
female,19,second,hazel,67,300,0,2,20,Yes,10,25,0,10
male,20,third,blue,67,700,0,1,30,Yes,7.5,200,2,15
female,19,second,blue,68,90,0,2,10,Yes,7,12,0,2
female,20,third,brown,65,16,1,1,7,No,0,250,0,15
female,20,second,blue,65,170,1,3,14,No,0,50,0,24
female,20,second,hazel,66,190,2,1,6,Yes,4,50,0,11.5
male,20,second,hazel,67,30,0,0,10,No,0,40,3,2
male,20,third,hazel,69,180,2,0,8,Yes,7,150,0,2
male,19,second,hazel,70,135,2,2,14,Yes,2.5,15,10,17
male,22,first,brown,70,2000,0,0,20,No,0,50,2,10
female,22,other,brown,60,1044,2,2,10,No,0,100,0,20
female,21,fourth,brown,62,30,2,1,15,Yes,6,100,1,4
male,20,third,brown,72,283,0,1,35,Yes,6,50,6,8
male,21,fourth,green,74,116,0,1,2,Yes,6,,2,12
female,21,fourth,brown,63,35,2,1,20,Yes,3,50,0,20
male,22,fourth,blue,71,1300,1,1,4,Yes,7,50,0,4
female,22,other,blue,65,180,2,1,1,No,0,20,0,6
female,21,third,brown,65,150,1,0,4,Yes,5,,0,3
male,20,third,blue,70,60,2,0,3,Yes,3,5,10,5
female,20,third,hazel,64,100,2,1,4,No,0,50,0,5
female,19,second,blue,64,65,3,0,4,Yes,4,40,1,3
male,19,second,hazel,60,129,2,0,3,Yes,2,15,1,3
male,19,second,hazel,73,130,2,1,10,Yes,10,50,0,5
female,19,second,brown,66,250,2,0,12,Yes,7,40,1,6
female,23,other,blue,68,45,4,1,14,No,0,275,0,7
female,19,second,blue,65,30,0,2,28,No,0,45,2,15
female,19,second,blue,64,90,0,1,10,Yes,9,25,0,5
male,31,third,blue,72,31,5,1,3,No,0,35,0,3
female,20,third,green,63,250,0,2,5,Yes,5,15,0,5
female,19,second,brown,65,327,1,1,9,No,0,25,4,5
male,20,third,blue,70,45,0,1,20,Yes,6,175,10,10
female,21,third,blue,65,75,1,0,14,Yes,0,100,2,10
female,21,fourth,blue,65,180,1,1,10,Yes,4,20,0,2
female,20,third,brown,69,140,1,0,15,No,0,150,1,2
female,19,first,blue,68,0,1,1,20,No,0,20,0,10
female,20,third,green,67,217,1,1,12,No,0,120,18,10
male,20,third,hazel,76,450,0,0,10,Yes,8,10,3,20
male,21,third,hazel,70,160,3,2,6,Yes,4,2,4,6
female,19,second,brown,67,35,0,1,10,Yes,0,50,1,10
male,23,other,brown,72,120,2,4,1,No,0,100,0,0
female,19,second,blue,62,196,3,0,5,Yes,5,500,0,2
male,21,third,blue,73,125,2,1,6,Yes,5,,0,8
female,19,second,blue,64,150,1,1,20,Yes,2,30,10,8
female,19,second,hazel,67,10,1,1,3,Yes,3,40,0,5
male,20,third,blue,74,150,0,0,7,Yes,3,20,0,1
female,23,fourth,brown,65,120,1,1,6,Yes,3,20,0,10
female,19,second,blue,63,400,1,1,15,Yes,20,150,0,4
female,19,second,brown,66,177,1,0,20,Yes,7,5,0,1
male,20,third,blue,82,45,1,3,35,No,0,50,0,4
female,19,second,brown,64,200,1,1,3,No,0,,0,10
female,19,second,brown,66,120,1,2,12,Yes,7,50,0,10
female,23,fourth,brown,75,1000,4,3,5,Yes,25,10,7,14
female,21,fourth,blue,63,15,0,0,5,Yes,10,10,0,2
male,25,other,hazel,73,106,0,1,30,Yes,4,30,1,50
female,20,third,hazel,65,772,1,0,20,No,0,100,5,15
female,19,second,blue,62,250,1,0,15,Yes,8,100,0,15
male,19,second,blue,75,15,0,0,4,Yes,5,25,5,3
male,53,first,brown,70,0,0,1,5,No,0,12,4,3
female,19,second,hazel,70,200,3,1,2,Yes,3,32,0,5
female,22,other,brown,62,10,4,2,5,No,0,50,0,15
female,21,fourth,hazel,64,25,1,2,15,Yes,4,25,0,15
female,19,second,green,64,100,3,2,30,Yes,2,5,4,2
female,22,fourth,blue,67,88,2,1,8,Yes,3,40,1,8
male,20,second,brown,69,180,3,1,14,Yes,4,55,0,5
male,23,other,other,67,90,1,0,5,Yes,5,0,3,5
male,21,fourth,brown,72,0,2,1,20,Yes,0,2,45,20
male,19,second,blue,70,45,1,0,10,No,0,70,0,12
female,20,third,brown,70,441,0,4,14,No,0,50,0,21
female,20,second,green,67,120,2,0,10,Yes,5,20,5,10
female,19,second,blue,64,140,0,0,2,Yes,3,50,0,4
male,39,fourth,brown,72,110,1,2,25,Yes,0,5,5,2
female,19,second,brown,65,340,3,1,14,No,0,300,0,7
male,19,second,brown,,10000,1,0,10,Yes,3,1,20,7
male,19,second,blue,72,35,0,2,15,Yes,8,100,2,3
female,19,second,hazel,67,220,2,0,5,Yes,4,200,0,1
female,20,third,brown,62,230,1,0,3,No,0,100,3,3
male,20,third,brown,69,20,1,0,11,No,0,30,1,6
male,22,fourth,brown,73,100,1,1,10,Yes,7,100,7,12
male,20,third,blue,74,158,2,0,4,Yes,6,34,2,0
male,20,third,blue,71,350,0,0,15,Yes,9,150,0,2
male,22,fourth,blue,70,200,0,1,10,Yes,5,100,0,20
male,20,third,brown,79,180,1,0,35,Yes,3,15,0,8
female,19,second,hazel,68,110,0,0,30,Yes,8,10,0,15
female,18,second,blue,67,100,2,0,15,Yes,9,75,0,0
male,21,third,hazel,74,50,2,3,16,Yes,8,5,25,14
male,19,second,blue,71,20,1,1,15,Yes,4,100,5,12
female,20,third,blue,66,115,2,2,64,Yes,3,25,0,3
male,19,third,green,70,1500,3,0,10,Yes,5,40,4,14
female,21,third,blue,69,230,1,0,11,Yes,10,75,1,10
male,19,second,brown,71,35,1,0,10,Yes,3,21,7,3
male,21,third,brown,74,193,0,1,17.5,Yes,2,100,0,22.5
female,20,third,blue,64,50,1,0,10,No,0,20,0,15
female,22,fourth,blue,68,30,1,2,9,Yes,4,25,1,10
female,20,third,blue,64,175,1,4,0.5,No,0,75,0,21
male,20,third,brown,69,90,1,1,25,Yes,8,60,1,2
female,20,third,hazel,66,130,1,0,15,No,0,,10,25
male,20,third,green,77,51,0,1,4,No,0,150,2,10
female,19,second,hazel,71,160,0,2,10,Yes,2,60,0,10
female,20,second,blue,66,200,4,2,35,Yes,12,53,1,6
female,19,second,blue,65,250,0,2,1,No,0,25,3,6
female,30,other,other,69,30,1,0,15,Yes,2.5,100,5,0
male,31,other,green,76,30,1,2,15,Yes,20,100,5,0
male,19,third,hazel,74,100,2,0,5,Yes,7,25,6,6
male,21,fourth,brown,72,30,1,0,10,No,0,150,5,3
male,21,third,blue,70,120,1,1,10,Yes,3,75,20,7
female,21,fourth,green,63,379,1,1,12,Yes,7,50,0,2
male,20,second,hazel,68,140,0,1,3,Yes,5,28,1,2
female,19,second,blue,69,100,1,3,15,Yes,10,50,0,2
male,19,second,brown,73,642,0,1,18,Yes,10,20,5,16
male,20,third,brown,70,350,3,0,20,Yes,10,300,2,8
female,19,second,green,70,200,1,1,25,Yes,8,50,0,5
female,19,second,blue,65,215,0,1,14,Yes,0,150,0,6
male,19,second,blue,75,150,0,1,2,Yes,8,10,2,12
male,25,other,hazel,70,117,0,2,12,Yes,4,0,0,4
male,22,third,blue,69,160,5,1,4,Yes,4,12,1,5
female,21,fourth,green,62,40,3,0,7,Yes,10,30,0,14
female,19,second,blue,64,40,1,2,21,No,0,30,0,4
male,20,third,brown,66,97,3,1,15,Yes,4,25,3,0
female,19,second,brown,68,300,2,3,6,No,0,200,0,12
female,20,third,green,65,30,1,0,10,No,0,50,0,12
female,19,second,green,65,65,2,0,8,Yes,0,30,1,2
female,21,fourth,brown,62,200,1,0,35,Yes,5,10,0,8
female,20,first,brown,,,1,0,21,Yes,5,5,0,14
female,56,other,brown,66,190,2,0,21,Yes,5,10,0,30
male,22,fourth,brown,69,150,1,0,10,No,0,100,10,30
female,20,third,blue,67,160,2,2,42,No,0,0,1,28
male,20,third,blue,73,180,1,1,50,No,0,5,25,15
male,19,second,blue,70,40,2,0,10,Yes,6,48,5,10
male,20,third,blue,74,115,0,1,4,Yes,7,75,0,2
male,22,other,brown,68,70,1,2,30,Yes,8,200,0,0
male,21,fourth,blue,76,60,3,1,25,Yes,3,75,0,0
male,20,third,blue,76,185,1,0,5,Yes,4.5,30,7,5.5
male,20,third,blue,69,1750,1,1,10,Yes,16,50,10,30
male,23,other,blue,69,200,2,6,10,Yes,10,50,10,30
female,20,third,blue,66,15,2,2,7,No,0,200,0,2
female,19,second,brown,62,20,1,0,10,Yes,7,50,0,6
male,22,other,blue,75,25,1,1,4,Yes,7,40,5,14
female,21,third,green,64,0,2,1,7,Yes,7,50,0,3
female,19,second,hazel,67,50,0,2,40,No,0,40,1,1
male,19,second,brown,66,50,0,0,15,Yes,6.5,300,0,0
male,20,second,brown,63,55,1,2,15,Yes,4.5,15,4,13
female,20,third,hazel,67,45,1,2,14,No,0,50,0,15
male,20,third,blue,74,15,0,1,10,Yes,10,100,1,9
male,20,third,blue,72,220,1,0,8,Yes,20,103,2,14
female,19,second,brown,65,300,0,2,6,No,0,20,0,2
male,21,fourth,blue,72,169,1,1,5,Yes,12,28,2,15
female,19,second,blue,64,200,2,1,10,No,0,50,1,8
male,22,fourth,blue,71,600,3,2,6,Yes,2,25,1,4
male,22,third,brown,74,200,1,2,10,No,0,30,1,7
male,20,second,blue,73,112,1,1,2,No,0,15,3,49
female,19,second,blue,68,90,1,1,10,Yes,3,200,2,15
female,22,other,brown,71,10,2,3,6,No,0,120,0,15
female,20,second,blue,63,140,1,0,15,No,0,10,2,1
male,23,fourth,brown,72,6159,1,1,20,No,0,50,5,20
male,19,second,brown,73,120,1,0,8,Yes,5,15,8,20
female,18,first,blue,67,167,1,1,18,Yes,4,30,2,6
female,19,second,brown,68,110,0,0,35,No,0,100,2,25
female,20,second,hazel,69,35,0,1,7,No,0,30,0,12
male,26,third,brown,70,0,0,2,72,Yes,5,100,0,0
female,19,first,green,65,950,0,1,10,No,0,15,8,2
female,19,second,blue,64,300,0,1,21,Yes,7,10,0,14
male,22,fourth,brown,76,500,1,0,15,No,0,25,1,10
male,20,second,blue,68,200,1,2,5,Yes,4,20,1,3
female,21,third,blue,70,106,2,0,35,Yes,4,200,2,10
female,19,second,brown,67,200,0,2,60,Yes,3,20,0,3
female,21,third,brown,64,0,1,0,10,Yes,9,60,0,10
female,20,third,blue,44,30,0,1,7,Yes,4,200,0,5
male,21,third,hazel,70,0,1,1,10,No,0,200,0,8
male,21,third,brown,68,1000,4,3,5,No,0,0,5,25
female,19,second,blue,70,65,0,1,20,No,0,50,0,10
male,20,second,brown,70,90,2,1,10,Yes,8,50,9,9
female,20,third,brown,63,380,2,0,12,Yes,6,50,0,35
female,19,second,hazel,64,45,1,1,14,Yes,2,3,0,10
female,20,third,brown,65,230,2,0,15,Yes,7,25,0,14
female,18,first,blue,68,99,2,0,60,Yes,5,30,1,5
male,23,fourth,blue,74,100,1,0,5,Yes,6,50,2,5
male,23,third,hazel,71,250,0,1,5,Yes,10,20,10,5
male,21,third,hazel,73,200,0,1,2,Yes,15,100,2,7
male,21,fourth,blue,72,228,0,1,12,Yes,4,447,6,6
female,20,third,brown,65,40,2,0,40,No,0,60,2,1
female,21,third,blue,63,200,0,0,12,Yes,5,250,3,6
female,19,second,brown,64,100,1,1,8,No,0,5,4,8
female,20,third,brown,62,15,1,1,25,Yes,7,150,1,15
female,18,first,brown,68,55,1,1,3,No,0,6,0.5,6
male,20,third,hazel,70,65,0,0,15,Yes,1,266,12,2
male,20,second,blue,75,65,0,3,15,No,0,250,3,10
male,19,first,blue,72,8,0,1,10,Yes,2,25,10,10
female,19,second,brown,65,160,1,2,6,Yes,5,10,0,4
female,18,first,brown,67,180,2,0,20,Yes,2.5,15,0,5
female,20,third,hazel,67,60,1,1,10,No,0,100,0,3
female,18,first,brown,63,4,1,0,10,No,0,,0,6
female,31,other,blue,68,234,1,1,21,No,0,1000,2,4.5
female,19,second,brown,60,200,2,0,7,Yes,5,15,0,5
female,18,first,blue,68,200,2,0,21,Yes,4,15,1,3
male,22,fourth,hazel,72,450,0,1,7,Yes,15,600,6,12
male,20,second,green,72,359,0,1,7,No,0,10,11,19
female,19,second,hazel,66,375,1,1,10,No,0,45,0,15
female,19,third,brown,66,75,1,0,8,Yes,3,200,2,8
male,20,third,brown,68,172,2,0,20,Yes,0,15,3,25
female,20,third,blue,69,217,5,0,15,Yes,5,20,0,20
female,20,third,green,64,380,1,1,15,Yes,6,50,0,8
female,20,third,blue,62,184,1,0,6,Yes,6,100,1,10
male,21,third,hazel,85,35,4,0,3,Yes,6,74,0,3
male,19,second,brown,71,176,3,1,10,No,0,125,2,30
male,18,first,brown,70,186,1,1,10,No,0,20,15,30
male,34,other,hazel,75,0,0,2,46,No,0,1110,12,14
female,18,first,blue,70,30,1,0,9,Yes,4,30,1,14
male,25,third,brown,68,85,1,1,20,Yes,25,0,0,10
male,20,second,brown,75,330,2,0,72,No,0,0,36,15
